Contract title,Suppliers name,Buyer name,Buyer parent, Total amount ,Procurement method,Start date,End date, Contract amount ,Contract currency,Source,QQW Link
Servicio de inserciones del material informativo sobre el INSTITUTO a través de los medios de comunicación impresos,Editorial Cruzada S.A. de C.V.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $86,206.90 ",direct,2016-03-11T00:00:00.000Z,2016-12-31T00:00:00.000Z," $86,206.90 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/011/16,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F011%2F16
Servicio de inserciones del material informativo sobre el INSTITUTO a través de los medios de comunicación impreso,Editorial Cruzada S.A. de C.V.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $86,206.90 ",direct,2017-03-10T00:00:00.000Z,2017-12-31T00:00:00.000Z," $86,206.90 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/002/17,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F002%2F17
Servicio de difusión en medios impresos para la campaña en busca de la igualdad en sus diferentes versiones,EDITORIAL CRUZADA S.A. DE C.V.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $86,184.00 ",direct,2017-06-30T00:00:00.000Z,2017-07-15T00:00:00.000Z," $86,184.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/025/17,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F025%2F17
SERVICIOS DE LA DIFUSION DE MENSAJES SOBRE PROGRAMAS Y ACTIVIDADES GUBERNAMENTALES ASI COMO LA INSERCION Y PUBLICACIONES DE ARTICULOS INSTITUCIONALES PROPIOS DE LA OPERACION DEL INSTITUTO,EDITORIAL CRUZADA S.A. DE C.V.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $34,782.61 ",direct,2007-02-21T00:00:00.000Z,2007-12-31T00:00:00.000Z," $34,782.61 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/033/07,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F033%2F07
Servicio de Inserción de banner para la difusión del informe de Gobierno a través de medios de comunicación digitales.,Editorial Cruzada S.A. de C.V.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $25,000.00 ",direct,2013-08-27T00:00:00.000Z,2013-09-13T00:00:00.000Z," $25,000.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/101/13,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F101%2F13
Servicio de difusión en medios impresos para la campaña en busca de la igualdad en sus diferentes versiones,EDITORIAL GEA S.A.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $41,580.00 ",direct,2017-06-30T00:00:00.000Z,2017-07-15T00:00:00.000Z," $41,580.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/023/17,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F023%2F17
Servicio de Inserción de banner para la difusión del informe de Gobierno a través de medios de comunicación digitales.,Editorial Libertad y Expresión S.A. de C.V.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $50,000.00 ",direct,2013-08-27T00:00:00.000Z,2013-09-13T00:00:00.000Z," $50,000.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/020/13,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F020%2F13
Inserciones en diarios del distrito federal diarios de los estados y revistas.,EDITORIAL MÉXICO INTERACTIVO S.A. DE C.V.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $86,956.52 ",direct,2009-02-24T00:00:00.000Z,2009-12-31T00:00:00.000Z," $86,956.52 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/077/09,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F077%2F09
INSERCIONES,"EDITORIAL MÉXICO INTERACTIVO, S.A. DE C.V.",Subdirección de Recursos Materiales,INSTITUTO NACIONAL DE LAS MUJERES," $86,956.52 ",direct,2009-02-24T00:00:00.000Z,," $86,956.52 ",MXN,http://web.compranet.gob.mx:8000/pls/hist/C2InvDirSus.detalle?vv_Cladep=06104&vv_ClaUni=1&vv_NumInv=0064&vv_AnoInv=2009&vv_TipInv=D&vv_NumCon=INMUJERES/077/09&vv_provsino=0,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-06104001-064-09
Servicio de Inserción de banner para la difusión del informe de Gobierno a través de medios de comunicación digitales.,EDITORIAL NUESTRA S.A. DE C.V.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $25,000.00 ",direct,2013-08-27T00:00:00.000Z,2013-09-13T00:00:00.000Z," $25,000.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/056/13,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F056%2F13
SERVICIOS DE LA DIFUSION DE MENSAJES SOBRE PROGRAMAS Y ACTIVIDADES GUBERNAMENTALES ASI COMO LA INSERCION Y PUBLICACIONES DE ARTICULOS INSTITUCIONALES PROPIOS DE LA OPERACION DEL INSTITUTO,EDITORIAL OVACIONES S.A. DE C.V.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $86,956.52 ",direct,2007-02-19T00:00:00.000Z,2007-12-31T00:00:00.000Z," $86,956.52 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/020/07,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F020%2F07
SERVICIOS DE LA DIFUSIÓN DE MENSAJES SOBRE PROGRAMAS Y ACTIVIDADES GUBERNAMENTALES ASÍ COMO LA INSERCIÓN Y PUBLICACIONES DE ARTÍCULOS INSTITUCIONALES PROPIOS DE LA OPERACIÓN DEL INSTITUTO,EDITORIAL OVACIONES S.A. DE C.V.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $69,565.22 ",direct,2008-03-07T00:00:00.000Z,2008-12-31T00:00:00.000Z," $69,565.22 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/027/08,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F027%2F08
Servicio de Inserción de banner para la difusión del informe de Gobierno a través de medios de comunicación digitales.,Editorial Ovaciones S.A. de C.V.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $50,000.00 ",direct,2013-08-27T00:00:00.000Z,2013-09-13T00:00:00.000Z," $50,000.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/016/13,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F016%2F13
SERVICIOS DE LA DIFUSION DE MENSAJES SOBRE PROGRAMAS Y ACTIVIDADES GUBERNAMENTALES ASI COMO LA INSERCION Y PUBLICACIONES DE ARTICULOS INSTITUCIONALES PROPIOS DE LA OPERACION DEL INSTITUTO,EDITORIAL VUELTA S.A. DE C.V.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $52,173.91 ",direct,2007-02-21T00:00:00.000Z,2007-12-31T00:00:00.000Z," $52,173.91 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/039/07,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F039%2F07
SERVICIOS DE LA DIFUSIÓN DE MENSAJES SOBRE PROGRAMAS Y ACTIVIDADES GUBERNAMENTALES ASÍ COMO LA INSERCIÓN Y PUBLICACIONES DE ARTÍCULOS INSTITUCIONALES PROPIOS DE LA OPERACIÓN DEL INSTITUTO,EDITORIAL VUELTA S.A. DE C.V.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $52,173.91 ",direct,2008-03-11T00:00:00.000Z,2008-12-31T00:00:00.000Z," $52,173.91 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/023/08,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F023%2F08
Servicio de inserción en la revista denominada LETRAS LIBRES,EDITORIAL VUELTA S.A. DE C.V.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $50,000.00 ",direct,2013-09-19T00:00:00.000Z,2013-12-31T00:00:00.000Z," $50,000.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/061/13,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F061%2F13
Servicio de Inserción de banner para la difusión del informe de Gobierno a través de medios de comunicación digitales.,EDITORIAL VUELTA S.A. DE C.V.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $50,000.00 ",direct,2013-08-27T00:00:00.000Z,2013-09-13T00:00:00.000Z," $50,000.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/044/13,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F044%2F13
INMUJERES/061/13,EDITORIAL VUELTA SA DE CV,Dirección General de Administración y Finanzas,Instituto Nacional de las Mujeres," $50,000.00 ",direct,2013-09-19T00:00:00.000Z,2013-12-31T00:00:00.000Z," $50,000.00 ",MXN,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=336217,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SA-006HHG001-N206-2013
SERVICIO CONSISTENTE EN LA IMPARTICION DEL CURSO DE EXCEL DESARROLLO DE HABILIDADES INFORMAICAS EXCEL,EDUJAM S.A. DE C.V.,DIRECCIÓN GENERAL DE ADMINISTRACIÓN Y FINANZAS,INSTITUTO NACIONAL DE LAS MUJERES," $43,883.70 ",direct,2014-09-22T00:00:00.000Z,2014-10-21T00:00:00.000Z," $43,883.70 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/019/14,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F019%2F14
SIMP/019/14,EDUJAM SA DE CV,Dirección General de Administración y Finanzas,Instituto Nacional de las Mujeres," $43,883.70 ",direct,2014-09-22T00:00:00.000Z,2015-05-22T00:00:00.000Z," $43,883.70 ",MXN,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=470505,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SA-006HHG001-N140-2014
Suministrar al INSTITUTO los materiales y útiles consumibles para el procesamiento en equipos y bienes informáticos para el personal en las instalaciones del INSTITUTO,Eficiencia en Continuidad de Negocios S.A. de C.V.,DIRECCIÓN DE ADMINISTRACIÓN,INSTITUTO NACIONAL DE LAS MUJERES," $78,869.50 ",direct,2017-03-24T00:00:00.000Z,2017-12-31T00:00:00.000Z," $78,869.50 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/012/17,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F012%2F17
Adquisición de materiales y útiles consumibles para el procesamiento en equipos y bienes informáticos,EFICIENCIA EN CONTINUIDAD DE NEGOCIOS SA DE CV,Dirección General de Administración y Finanzas,Instituto Nacional de las Mujeres," $78,869.50 ",direct,2017-03-27T00:00:00.000Z,2017-12-31T00:00:00.000Z," $78,869.50 ",MXN,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1082843,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-AA-006HHG001-E17-2017
servicio de inserciones del material informativo sobre el INSTITUTO a través de los medios de comunicación impresos y electrónicos,Eisa Multimedios S.A. de C.V.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $86,206.90 ",direct,2016-03-11T00:00:00.000Z,2016-12-31T00:00:00.000Z," $86,206.90 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/010/16,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F010%2F16
Servicio de inserción en el diario El Economista,EL ECONOMISTA GRUPO EDITORIAL S.A. DE C.V.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $82,687.50 ",direct,2013-09-19T00:00:00.000Z,2013-12-31T00:00:00.000Z," $82,687.50 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/067/13,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F067%2F13
INMUJERES/067/13,EL ECONOMISTA GRUPO EDITORIAL SA DE CV,Dirección General de Administración y Finanzas,Instituto Nacional de las Mujeres," $82,687.50 ",direct,2013-09-19T00:00:00.000Z,2013-12-31T00:00:00.000Z," $82,687.50 ",MXN,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=336356,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SA-006HHG001-N213-2013
COPIADO CIERRE VIVIR MEJOR,EL ESTUDIO AUDIO SERVICIOS CREATIVOS S.A. DE C.V.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $23,530.00 ",direct,2008-08-21T00:00:00.000Z,2008-08-27T00:00:00.000Z," $23,530.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/021/08,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F021%2F08
Servicios Consistentes en la Producción fotografíca de las imagenes correspondientes a las diferentes versiones de spot para la dfusión de la campaña Prevención de Ingreso de las Mujeres en el Narcotráfico versión Mujeres y Narcotráfico,El Estudio Audioservicios Creativos S.A. de C.V.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $21,400.00 ",direct,2010-08-24T00:00:00.000Z,2010-11-01T00:00:00.000Z," $21,400.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/021/10,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F021%2F10
Servicio de Inserción de banner para la difusión del informe de Gobierno a través de medios de comunicación digitales.,EL FEDERALISTA EDITORES S.A. DE C.V.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $25,000.00 ",direct,2013-08-27T00:00:00.000Z,2013-09-13T00:00:00.000Z," $25,000.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/063/13,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F063%2F13
SERVICIOS DE LA DIFUSIÓN DE MENSAJES SOBRE PROGRAMAS Y ACTIVIDADES GUBERNAMENTALES ASÍ COMO LA INSERCIÓN Y PUBLICACIONES DE ARTÍCULOS INSTITUCIONALES PROPIOS DE LA OPERACIÓN DEL INSTITUTO,EL FINANCIERO COMERCIAL S.A. DE C.V.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $86,956.52 ",direct,2008-03-07T00:00:00.000Z,2008-12-31T00:00:00.000Z," $86,956.52 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/047/08,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F047%2F08
SERVICIOS DE LA DIFUSION DE MENSAJES SOBRE PROGRAMAS Y ACTIVIDADES GUBERNAMENTALES ASI COMO LA INSERCION Y PUBLICACIONES DE ARTICULOS INSTITUCIONALES PROPIOS DE LA OPERACION DEL INSTITUTO,EL HERALDO DE MÉXICO S.A.DE C.V.,DIRECCIÓN GENERAL ADJUNTA DE COMUNICACIÓN SOCIAL Y CAMBIO CULTURAL,INSTITUTO NACIONAL DE LAS MUJERES," $95,652.17 ",direct,2007-02-21T00:00:00.000Z,2007-12-31T00:00:00.000Z," $95,652.17 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/029/07,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2F029%2F07
Servicio de difusión en medios digitales para la campaña Prevención del Embarazo No Planeado e Infecciones de Transmisión Sexual en Adolescentes versión: Es tu vida es tu futuro. Hazlo seguro versión Embarazo que será coemitida con la Secretaría de Gobernación (SEGOB)-Consejo Nacional de la Población (CONAPO),EL HORIZONTE MULTIMEDIA S.A. DE C.V.,DIRECCIÓN GENERAL DE ADMINISTRACIÓN Y FINANZAS,INSTITUTO NACIONAL DE LAS MUJERES," $86,206.62 ",direct,2016-11-18T00:00:00.000Z,2016-12-15T00:00:00.000Z," $86,206.62 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=SIMP/031/16,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-SIMP%2F031%2F16
Servicio integral para la organización de congresos seminarios exposiciones convenciones y otros similares así como el traslado de personas para el evento denominado Taller Regional: Aplicación eficaz de las órdenes de protección en el Estado de Nayarit a la luz de los instrumentos internacionales en materia de Derechos Humanos de las Mujeres a una vida libre de Violencia y Ley,El Mundo es Tuyo S.A. de C.V.,DIRECCIÓN GENERAL DE INSTITUCIONALIZACIÓN DE LA PERSPECTIVA DE GÉNERO,INSTITUTO NACIONAL DE LAS MUJERES," $98,766.00 ",direct,2013-11-28T00:00:00.000Z,2013-11-29T00:00:00.000Z," $98,766.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/MARCO/004/13,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2FMARCO%2F004%2F13
Servicio integral para la organización y el traslado de personas para el evento Construyendo la igualdad para niñas y niños,El Mundo es Tuyo S.A. de C.V.,DIRECCIÓN GENERAL DE ADMINISTRACIÓN Y FINANZAS,INSTITUTO NACIONAL DE LAS MUJERES," $97,438.00 ",direct,2013-07-30T00:00:00.000Z,2013-08-09T00:00:00.000Z," $97,438.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/MARCO/002/13,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2FMARCO%2F002%2F13
Exp. 011 Curso Taller para mujeres líderes Prestación del servicio integral para la organización de congresos seminarios exposiciones convenciones y otros similares así como el traslado de personas.,El Mundo es Tuyo S.A. de C.V.,DIRECCIÓN GENERAL DE TRANSVERSALIZACIÓN DE LA PERSPECTIVA DE GÉNERO,INSTITUTO NACIONAL DE LAS MUJERES," $95,355.00 ",direct,2013-03-15T00:00:00.000Z,2013-03-20T00:00:00.000Z," $95,355.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/SIMPLIFICADO/011/2013,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2FSIMPLIFICADO%2F011%2F2013
Capacitación a las Instituciones Municipales del Programa de Fortalecimiento a la Transversalidad de la Perspectiva de Género 2013 los días 4 5 y 6 de abril en Chihuahua Chihuahua.Prestación del servicio integral para la organización de congresos seminarios exposiciones convenciones y otros similares así como el traslado de personas.,El Mundo es Tuyo S.A. de C.V.,DIRECCIÓN GENERAL DE INSTITUCIONALIZACIÓN DE LA PERSPECTIVA DE GÉNERO,INSTITUTO NACIONAL DE LAS MUJERES," $92,647.00 ",direct,2013-04-03T00:00:00.000Z,2013-04-06T00:00:00.000Z," $92,647.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/SIMPLIFICADO/023/2013,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2FSIMPLIFICADO%2F023%2F2013
Prestación del servicio integral para la organización de congresos seminarios exposiciones convenciones y otros similares así como el traslado de personas de conformidad con las especificaciones establecidas en el anexo de eventos de este contrato para la celebración del Exp 052 Construyendo relaciones equitativas entre niñas y niños.,El Mundo es Tuyo S.A. de C.V.,DIRECCIÓN GENERAL DE ADMINISTRACIÓN Y FINANZAS,INSTITUTO NACIONAL DE LAS MUJERES," $85,942.25 ",direct,2012-06-29T00:00:00.000Z,2012-08-03T00:00:00.000Z," $85,942.25 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/SIMPLIFICADO/052/2012,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2FSIMPLIFICADO%2F052%2F2012
Servicio integral para la organización y el traslado de personas para los Talleres Regionales Aplicación eficaz de las órdenes de protección en el Estado de Chiapas a la luz de los Instrumentos Internacionales en materia de Derechos Humanos de las Mujeres la Ley General de Acceso de las Mujeres a una Vida Libre de Violencia y la Ley de Acceso a una Vida Libre de violencia,El Mundo es Tuyo S.A. de C.V.,DIRECCIÓN GENERAL DE INSTITUCIONALIZACIÓN DE LA PERSPECTIVA DE GÉNERO,INSTITUTO NACIONAL DE LAS MUJERES," $84,081.64 ",direct,2013-11-21T00:00:00.000Z,2013-11-22T00:00:00.000Z," $84,081.64 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/MARCO/005/13,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2FMARCO%2F005%2F13
Exp. 034 Día Internacional de Acción por la Salud de las Mujeres: Pendientes Impostergables. Prestación del servicio integral para la organización de congresos seminarios exposisciones convenciones y otros similares asi como el traslado de personas.,El Mundo es Tuyo S.A. de C.V.,DIRECCION GRAL DE EVALUACION Y DESARROLLO ESTADISTICO,INSTITUTO NACIONAL DE LAS MUJERES," $78,725.00 ",direct,2013-05-24T00:00:00.000Z,2013-05-27T00:00:00.000Z," $78,725.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/SIMPLIFICADO/034/2013,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2FSIMPLIFICADO%2F034%2F2013
Exp. 067 1era. Reunión Nacional de Trabajo con los enlaces de Género de los Tribunales Superiores de Justicia. Prestación del servicio integral para la organización de congresos seminarios exposisciones convenciones y otros similares asi como el traslado de personas.,El Mundo es Tuyo S.A. de C.V.,DIRECCIÓN GENERAL DE TRANSVERSALIZACIÓN DE LA PERSPECTIVA DE GÉNERO,INSTITUTO NACIONAL DE LAS MUJERES," $67,780.00 ",direct,2013-08-22T00:00:00.000Z,2013-08-30T00:00:00.000Z," $67,780.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/SIMPLIFICADO/058/2013,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2FSIMPLIFICADO%2F058%2F2013
Prestación del Servicio integral para la organización de congresos seminarios exposiciones convenciones y otros similares así como el traslado de personas de conformidad con las especificaciones establecidas en el anexo de eventos de este contrato para la celebración del Exp. 027 Taller Expecialización sobre temas de género del 27 al 29 de agosto,El Mundo es Tuyo S.A. de C.V.,DIRECCIÓN GENERAL DE TRANSVERSALIZACIÓN DE LA PERSPECTIVA DE GÉNERO,INSTITUTO NACIONAL DE LAS MUJERES," $60,170.00 ",direct,2012-05-31T00:00:00.000Z,2012-06-07T00:00:00.000Z," $60,170.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/SIMPLIFICADO/042/2012,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2FSIMPLIFICADO%2F042%2F2012
Exp. 104 Taller Regional Guadalajara Jalisco. Prestación del servicio integral para la organización de congresos seminarios exposiciones convenciones y otros similares así como el traslado de personas.,El Mundo es Tuyo S.A. de C.V.,DIRECCIÓN GENERAL DE TRANSVERSALIZACIÓN DE LA PERSPECTIVA DE GÉNERO,INSTITUTO NACIONAL DE LAS MUJERES," $56,458.00 ",direct,2013-11-18T00:00:00.000Z,2013-11-18T00:00:00.000Z," $56,458.00 ",MXN,http://www.portaltransparencia.gob.mx/buscador/search/search.do?method=search&siglasDependencia=&searchBy=1&query=INMUJERES/SIMPLIFICADO/087/2013,https://www.quienesquien.wiki/contratos/ocds-0ud2q6-INMUJERES%2FSIMPLIFICADO%2F087%2F2013
